Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 巨型荧光蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 磨损城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 碎裂城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 城堡顶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 生苔城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 厚重城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 余烬熔炉【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 余烬原木【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 铁树块
appliedenergistics2:facade:0, 线缆伪装板 - 炽热金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钢叶块
appliedenergistics2:facade:0, 线缆伪装板 - 极地毛皮块
appliedenergistics2:facade:0, 线缆伪装板 - 砷铅铁块
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦苔石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦苔石柱
appliedenergistics2:facade:0, 线缆伪装板 - 风化的蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 风化的娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木板
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹木板
appliedenergistics2:facade:0, 线缆伪装板 - 红木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑木木板
appliedenergistics2:facade:0, 线缆伪装板 - 时光木板
appliedenergistics2:facade:0, 线缆伪装板 - 变化木板
appliedenergistics2:facade:0, 线缆伪装板 - 矿石木板
appliedenergistics2:facade:0, 线缆伪装板 - 分类木板
appliedenergistics2:facade:0, 线缆伪装板 - 圈状陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 对角陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - tile.twilightforest.StonePillar.name
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 浅蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 柠檬色
appliedenergistics2:paint_ball:6, 染色球 - 粉色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 浅灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 浅蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 柠檬色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 浅灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 浅蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 柠檬色
appliedenergistics2:part:26, ME包层线缆 - 粉色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 浅灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - Fluix默认色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 浅蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 柠檬色
appliedenergistics2:part:506, ME致密包层线缆 - 粉色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 浅灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - Fluix默认色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 浅蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 柠檬色
appliedenergistics2:part:66, ME致密线缆 - 粉色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 浅灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - Fluix默认色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:part:6, ME玻璃线缆 - 粉色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - Fluix默认色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 浅蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 柠檬色
appliedenergistics2:part:46, ME智能线缆 - 粉色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 浅灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - Fluix默认色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体储存总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
projecte:alchemical_chest, 炼金术箱子
projecte:collector_mk1, 能量收集器MK1
projecte:collector_mk2, 能量收集器MK2
projecte:collector_mk3, 能量收集器MK3
projecte:condenser_mk1, 能量凝聚器
projecte:condenser_mk2, 能量凝聚器MK2
projecte:dm_furnace, 暗物质熔炉
projecte:dm_pedestal, 暗物质台座
projecte:fuel_block:0, 炼金煤炭块
projecte:fuel_block:1, 莫比乌斯燃料块
projecte:fuel_block:2, 永恒燃料块
projecte:interdiction_torch, 禁止火把
projecte:matter_block:0, 暗物质方块
projecte:matter_block:1, 红物质方块
projecte:nova_catalyst, 爆破新星
projecte:nova_cataclysm, 灾难新星
projecte:relay_mk1, 反物质继电器MK1
projecte:relay_mk2, 反物质继电器MK2
projecte:relay_mk3, 反物质继电器MK3
projecte:rm_furnace, 红物质熔炉
projecte:transmutation_table, 转化桌
projecte:item.pe_philosophers_stone, 贤者之石
projecte:item.pe_alchemical_bag:0, 炼金术之袋 (白色)
projecte:item.pe_alchemical_bag:1, 炼金术之袋 (橙色)
projecte:item.pe_alchemical_bag:2, 炼金术之袋 (品红色)
projecte:item.pe_alchemical_bag:3, 炼金术之袋 (淡蓝色)
projecte:item.pe_alchemical_bag:4, 炼金术之袋 (黄色)
projecte:item.pe_alchemical_bag:5, 炼金术之袋 (黄绿色)
projecte:item.pe_alchemical_bag:6, 炼金术之袋 (粉红色)
projecte:item.pe_alchemical_bag:7, 炼金术之袋 (灰色)
projecte:item.pe_alchemical_bag:8, 炼金术之袋 (淡灰色)
projecte:item.pe_alchemical_bag:9, 炼金术之袋 (青色)
projecte:item.pe_alchemical_bag:10, 炼金术之袋 (紫色)
projecte:item.pe_alchemical_bag:11, 炼金术之袋 (蓝色)
projecte:item.pe_alchemical_bag:12, 炼金术之袋 (棕色)
projecte:item.pe_alchemical_bag:13, 炼金术之袋 (绿色)
projecte:item.pe_alchemical_bag:14, 炼金术之袋 (红色)
projecte:item.pe_alchemical_bag:15, 炼金术之袋 (黑色)
projecte:item.pe_repair_talisman, 修复护符
projecte:item.pe_klein_star:0, 一级卡莱恩能量之星
projecte:item.pe_klein_star:1, 二级卡莱恩能量之星
projecte:item.pe_klein_star:2, 三级卡莱恩能量之星
projecte:item.pe_klein_star:3, 四级卡莱恩能量之星
projecte:item.pe_klein_star:4, 五级卡莱恩能量之星
projecte:item.pe_klein_star:5, 六级卡莱恩能量之星
projecte:item.pe_fuel:0, 炼金煤炭
projecte:item.pe_fuel:1, 莫比乌斯燃料
projecte:item.pe_fuel:2, 永恒燃料
projecte:item.pe_covalence_dust:0, 低等共价粉
projecte:item.pe_covalence_dust:1, 中等共价粉
projecte:item.pe_covalence_dust:2, 高等共价粉
projecte:item.pe_matter:0, 暗物质
projecte:item.pe_matter:1, 红物质
projecte:item.pe_dm_pick, 暗物质镐
projecte:item.pe_dm_axe, 暗物质斧
projecte:item.pe_dm_shovel, 暗物质铲
projecte:item.pe_dm_sword, 暗物质剑
projecte:item.pe_dm_hoe, 暗物质锄
projecte:item.pe_dm_shears, 暗物质剪刀
projecte:item.pe_dm_hammer, 暗物质锤
projecte:item.pe_rm_pick, 红物质镐
projecte:item.pe_rm_axe, 红物质斧
projecte:item.pe_rm_shovel, 红物质铲
projecte:item.pe_rm_sword, 红物质剑
projecte:item.pe_rm_hoe, 红物质锄
projecte:item.pe_rm_shears, 红物质剪刀
projecte:item.pe_rm_hammer, 红物质锤
projecte:item.pe_rm_katar, 红物质拳剑
projecte:item.pe_rm_morning_star, 红物质钉头锤
projecte:item.pe_dm_armor_3, 暗物质头盔
projecte:item.pe_dm_armor_2, 暗物质胸甲
projecte:item.pe_dm_armor_1, 暗物质护腿
projecte:item.pe_dm_armor_0, 暗物质靴子
projecte:item.pe_rm_armor_3, 红物质头盔
projecte:item.pe_rm_armor_2, 红物质胸甲
projecte:item.pe_rm_armor_1, 红物质护腿
projecte:item.pe_rm_armor_0, 红物质靴子
projecte:item.pe_gem_armor_3, 深渊头盔
projecte:item.pe_gem_armor_2, 炼狱胸甲
projecte:item.pe_gem_armor_1, 重力护腿
projecte:item.pe_gem_armor_0, 飓风长靴
projecte:item.pe_ring_iron_band, 铁指环
projecte:item.pe_black_hole, 黑洞指环
projecte:item.pe_archangel_smite, 大天使的惩戒
projecte:item.pe_harvest_god, 丰收女神戒指
projecte:item.pe_ignition, 烈焰指环
projecte:item.pe_zero_ring, 零度指环
projecte:item.pe_swrg, 疾风戒指
projecte:item.pe_time_watch, 时间洪流怀表
projecte:item.pe_gem_density, 以太密度宝石
projecte:item.pe_divining_rod_1, 探知之杖<初级>
projecte:item.pe_divining_rod_2, 探知之杖<中极>
projecte:item.pe_divining_rod_3, 探知之杖<高级>
projecte:item.pe_mercurial_eye, 墨丘利之眼
projecte:item.pe_void_ring, 虚空指环
projecte:item.pe_arcana_ring, 奥法指环
projecte:item.pe_body_stone, 身之宝石
projecte:item.pe_soul_stone, 灵魂宝石
projecte:item.pe_mind_stone, 念之宝石
projecte:item.pe_life_stone, 生命宝石
projecte:item.pe_evertide_amulet, 潮汐护符
projecte:item.pe_volcanite_amulet, 熔焰护符
projecte:item.pe_water_orb, 潮汐宝珠
projecte:item.pe_lava_orb, 熔焰宝珠
projecte:item.pe_randomizer, 异变宝珠
projecte:item.pe_lens_explosive, 烈性宝珠
projecte:item.pe_fire_projectile, item.pe_fire_projectile.name
projecte:item.pe_wind_projectile, item.pe_wind_projectile.name
projecte:item.pe_destruction_catalyst, 毁灭燧石
projecte:item.pe_hyperkinetic_lens, 不稳定水晶
projecte:item.pe_catalitic_lens, 催化水晶
projecte:item.pe_tome, 炼金术秘卷
projecte:item.pe_transmutation_tablet, 便携式转化桌
projecte:item.pe_manual, 炼金术士之书[WIP]
itemfilters:filter, Item Filter
itemfilters:missing, 缺少物品
ftbquests:screen, 任务显示器
ftbquests:progress_detector, 任务进度检测器
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, 进度显示器
ftbquests:chest, 任务箱子
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, 任务书
ftbquests:lootcrate, 奖励箱
ftbquests:custom_icon, Custom Icon
modularmachinery:itemblueprint, 机械蓝图
modularmachinery:itemmodularium, 模块化合金锭
modularmachinery:itemconstructtool, 建造选择工具
modularmachinery:machine_projector, 机器结构投影仪
modularmachinery:blockcontroller, 机械控制器
modularmachinery:blockfactorycontroller, 工厂控制器
modularmachinery:blockcasing:0, 机械外壳
modularmachinery:blockcasing:1, 机械通风口
modularmachinery:blockcasing:2, 燃烧室外壳
modularmachinery:blockcasing:3, 机械齿轮箱
modularmachinery:blockcasing:4, 强化机械外壳
modularmachinery:blockcasing:5, 机械电路板
modularmachinery:blockinputbus:0, 微型物品输入仓
modularmachinery:blockinputbus:1, 小型物品输入仓
modularmachinery:blockinputbus:2, 中型物品输入仓
modularmachinery:blockinputbus:3, 强化物品输入仓
modularmachinery:blockinputbus:4, 大型物品输入仓
modularmachinery:blockinputbus:5, 巨型物品输入仓
modularmachinery:blockinputbus:6, 超级物品输入仓
modularmachinery:blockoutputbus:0, 微型物品输出仓
modularmachinery:blockoutputbus:1, 小型物品输出仓
modularmachinery:blockoutputbus:2, 中型物品输出仓
modularmachinery:blockoutputbus:3, 强化物品输出仓
modularmachinery:blockoutputbus:4, 大型物品输出仓
modularmachinery:blockoutputbus:5, 巨型物品输出仓
modularmachinery:blockoutputbus:6, 超级物品输出仓
modularmachinery:blockfluidinputhatch:0, 微型流体输入仓
modularmachinery:blockfluidinputhatch:1, 小型流体输入仓
modularmachinery:blockfluidinputhatch:2, 中型流体输入仓
modularmachinery:blockfluidinputhatch:3, 强化流体输入仓
modularmachinery:blockfluidinputhatch:4, 大型流体输入仓
modularmachinery:blockfluidinputhatch:5, 巨型流体输入仓
modularmachinery:blockfluidinputhatch:6, 超级流体输入仓
modularmachinery:blockfluidinputhatch:7, 真空流体输入仓
modularmachinery:blockfluidoutputhatch:0, 微型流体输出仓
modularmachinery:blockfluidoutputhatch:1, 小型流体输出仓
modularmachinery:blockfluidoutputhatch:2, 中型流体输出仓
modularmachinery:blockfluidoutputhatch:3, 强化流体输出仓
modularmachinery:blockfluidoutputhatch:4, 大型流体输出仓
modularmachinery:blockfluidoutputhatch:5, 巨型流体输出仓
modularmachinery:blockfluidoutputhatch:6, 超级流体输出仓
modularmachinery:blockfluidoutputhatch:7, 真空流体输出仓
modularmachinery:blockenergyinputhatch:0, 微型能源输入仓
modularmachinery:blockenergyinputhatch:1, 小型能源输入仓
modularmachinery:blockenergyinputhatch:2, 中型能源输入仓
modularmachinery:blockenergyinputhatch:3, 强化能源输入仓
modularmachinery:blockenergyinputhatch:4, 大型能源输入仓
modularmachinery:blockenergyinputhatch:5, 巨型能源输入仓
modularmachinery:blockenergyinputhatch:6, 超级能源输入仓
modularmachinery:blockenergyinputhatch:7, 终极能源输入仓
modularmachinery:blockenergyoutputhatch:0, 微型能源输出仓
modularmachinery:blockenergyoutputhatch:1, 小型能源输出仓
modularmachinery:blockenergyoutputhatch:2, 中型能源输出仓
modularmachinery:blockenergyoutputhatch:3, 强化能源输出仓
modularmachinery:blockenergyoutputhatch:4, 大型能源输出仓
modularmachinery:blockenergyoutputhatch:5, 巨型能源输出仓
modularmachinery:blockenergyoutputhatch:6, 超级能源输出仓
modularmachinery:blockenergyoutputhatch:7, 终极能源输出仓
modularmachinery:blocksmartinterface:0, 智能数据接口（数值）
modularmachinery:blockparallelcontroller:0, §a并行控制器
modularmachinery:blockparallelcontroller:1, §6强化并行控制器
modularmachinery:blockparallelcontroller:2, §b精英并行控制器
modularmachinery:blockparallelcontroller:3, §5超级并行控制器
modularmachinery:blockparallelcontroller:4, §c终极并行控制器
modularmachinery:blockupgradebus:0, §a升级总线
modularmachinery:blockupgradebus:1, §6强化升级总线
modularmachinery:blockupgradebus:2, §b精英升级总线
modularmachinery:blockupgradebus:3, §5超级升级总线
modularmachinery:blockupgradebus:4, §e终极升级总线
modularmachinery:blockmeitemoutputbus, ME机械物品输出总线
modularmachinery:blockmeiteminputbus, ME机械物品输入总线
modularmachinery:blockmefluidoutputbus, ME机械流体输出总线
modularmachinery:blockmefluidinputbus, ME机械流体输入总线
modularmachinery:void_portal_controller, tile.null.name
modularmachinery:furnace_controller, tile.null.name
modularmachinery:void_communicator_controller, tile.null.name
modularmachinery:crushing_wheels:0, 粉碎轮
moreavaritia:infinitympick, Infinity-1 Pick
moreavaritia:infinitymhoe, Infinity-1 Hoe
moreavaritia:infinitymsword, Infinity-1 Sword
moreavaritia:balancedinfinitysword, Infinity Sword (Balanced)
twilightforest:naga_scale, 娜迦鳞片
twilightforest:naga_chestplate, 娜迦胸甲
twilightforest:naga_leggings, 娜迦护腿
twilightforest:twilight_scepter, 黄昏权杖
twilightforest:lifedrain_scepter, 吸血权杖
twilightforest:zombie_scepter, 僵尸权杖
twilightforest:shield_scepter, 护盾权杖
twilightforest:ore_meter, 矿石感应仪【未实现】
twilightforest:magic_map:0, 魔法地图
twilightforest:maze_map:0, 迷宫地图
twilightforest:ore_map:0, 迷宫 / 矿石地图
twilightforest:raven_feather, 乌鸦羽毛
twilightforest:magic_map_focus, 魔法地图核心
twilightforest:maze_map_focus, 迷宫地图核心
twilightforest:liveroot, 活根
twilightforest:ironwood_raw, 生铁树原料
twilightforest:ironwood_ingot, 铁树锭
twilightforest:ironwood_helmet, 铁树头盔
twilightforest:ironwood_chestplate, 铁树胸甲
twilightforest:ironwood_leggings, 铁树护腿
twilightforest:ironwood_boots, 铁树靴
twilightforest:ironwood_sword, 铁树剑
twilightforest:ironwood_shovel, 铁树铲
twilightforest:ironwood_pickaxe, 铁树镐
twilightforest:ironwood_axe, 铁树斧
twilightforest:ironwood_hoe, 铁树锄
twilightforest:torchberries, 火炬浆果
twilightforest:raw_venison, 生鹿肉
twilightforest:cooked_venison, 鹿肉排
twilightforest:hydra_chop, 九头蛇肉排
twilightforest:fiery_blood, 炽热的血液
twilightforest:fiery_tears, 炽热之泪
twilightforest:trophy:0, 娜迦战利品
twilightforest:trophy:1, 巫妖战利品
twilightforest:trophy:2, 九头蛇战利品
twilightforest:trophy:3, 暮色恶魂战利品
twilightforest:trophy:4, 幻影骑士战利品
twilightforest:trophy:5, 冰雪女王战利品
twilightforest:trophy:6, 米诺菇战利品
twilightforest:trophy:8, 谜题羊战利品
twilightforest:fiery_ingot, 炽铁锭
twilightforest:fiery_helmet, 炽铁头盔
twilightforest:fiery_chestplate, 炽铁胸甲
twilightforest:fiery_leggings, 炽铁护腿
twilightforest:fiery_boots, 炽铁靴子
twilightforest:fiery_sword, 炽铁剑
twilightforest:fiery_pickaxe, 炽铁镐
twilightforest:steeleaf_ingot, 钢叶
twilightforest:steeleaf_helmet, 钢叶头盔
twilightforest:steeleaf_chestplate, 钢叶胸甲
twilightforest:steeleaf_leggings, 钢叶护腿
twilightforest:steeleaf_boots, 钢叶靴
twilightforest:steeleaf_sword, 钢叶剑
twilightforest:steeleaf_shovel, 钢叶铲
twilightforest:steeleaf_pickaxe, 钢叶镐
twilightforest:steeleaf_axe, 钢叶斧
twilightforest:steeleaf_hoe, 钢叶锄
twilightforest:minotaur_axe_gold, 金米诺陶战斧
twilightforest:minotaur_axe, 钻石米诺陶战斧
